,audio_id,chunk_id,transcript
221,13a5b29bf63f4d9688812dc250fb15d0,9," what is the reason to close it, then submit it after 2-3 days you will get a register and a link on your email id yes ma'am, they have automatically closed it I didn't get any call or any response"
222,13a5b29bf63f4d9688812dc250fb15d0,8," First, it will ask you to select the language. Select the language. Then, it will give you the option to select options. Select Account closure. You have to write the reason. You have to close both BIMAD Trading and the reason for closing. What is the reason for closing? Then submit. After 2-3 days, you will get a link on your email ID. Yes, ma'am. It will automatically close. I didn't get any call or response."
223,13a5b29bf63f4d9688812dc250fb15d0,7, You will have to go there and request. Go to more option and go to support.
224,13a5b29bf63f4d9688812dc250fb15d0,6," Here charges are applied, so for the closure of the suite, we use the Choice Phoenix app. You have to go there and give this request. Go to the More option and go to Support."
225,13a5b29bf63f4d9688812dc250fb15d0,5," Account must have been opened, right? When did it open? Account opened in 2017, but I started trading just now. Before that, I had issued an issue code. I had traded and they had put PNB share. So, because of that they had involved maintenance. I had reversed it at that time. But now I am not getting any information about trading. So, where did this fall come from? Why am I involved in maintenance?"
226,13a5b29bf63f4d9688812dc250fb15d0,4," Sir, it will take 1 year for 236 annual maintenance, right? I have started trading just now, so it has not been 1 year yet."
227,13a5b29bf63f4d9688812dc250fb15d0,3," I have a negative of 200 something. Sir, it will take 1 year for 236 annual maintenance, right? I have started trading just now, so it has not been 1 year yet."
228,13a5b29bf63f4d9688812dc250fb15d0,2," Good morning ma'am. I actually wanted to close my account on Friday night. So I have opened it today. Why sir? What is the issue? Ma'am actually when I was trading, at that time your charges were very high as compared to other brokers. And now my account was always negative because of your charges. In AMC? I still trade. I still trade. I am still not charged with my account."
229,13a5b29bf63f4d9688812dc250fb15d0,1," Good morning sir, Chaiya is speaking. What happened? Good morning ma'am. I actually wanted to close my account. I have opened it in the trading account. Why sir? What is the issue? Ma'am actually when I was trading, your charges were very high as compared to other brokers. And now my account is always negative because of your charges. In AMC? I still trade. I still trade. I am still not charged in my account."
230,2f4b92b4391f44698f55ca72ff117059,9," Okay, means suppose if I am withdrawing the amount near about 10 or 11 am, it will be credited into my bank account. Reflected near about, yeah on the same day. Okay, okay and after March it won't be reflected. Yeah, in the future. Okay. Any other further information sir other than this? No ma'am, no. Thank you so much for your work. Please read it as it is in the same column."
231,2f4b92b4391f44698f55ca72ff117059,8," After 10.30? Yeah. Okay and at what time it will be credited to my bank account? If you are placing a request before market hour, so it will be reflected to a DMAT account only same day and if you are placing a request after market hour, so it will be reflected to your account on the next working day. So make sure you are applying before market, like on market or before market."
232,2f4b92b4391f44698f55ca72ff117059,7," That will be on Monday. Monday, yeah Monday you can pay out. Okay, and at what time it will be withdrawn? You can withdraw this amount something like after 10, 10.30."
233,2f4b92b4391f44698f55ca72ff117059,6," Actually, today I just had a sale for Rs. 1.50. Actually, I just sold some of my shares from my portfolio. And the fund balance is not reflecting in my fund account. Yeah, the same amount will reflect in your account on the next day, next version day."
234,2f4b92b4391f44698f55ca72ff117059,5," Ankit ji, you are talking about which amount sir?"
235,2f4b92b4391f44698f55ca72ff117059,4," Yes, I mean"
236,2f4b92b4391f44698f55ca72ff117059,3," So means at what time it will be reflecting and how I will be just withdrawing it and when it will be credited into my bank account. Please be online, I am checking your details. Am I talking with Aniket? Yes, Aniket. Aniket ji, you are talking about which amount sir?"
237,2f4b92b4391f44698f55ca72ff117059,2," Hello, actually I have just concern with respect to my fund balances in CHOIC-PPT. So, actually I just had a sale for rupees near about 200k today and it is not reflected in my trading account. I just want to withdraw that amount."
238,2f4b92b4391f44698f55ca72ff117059,1," Good afternoon choice, can you tell me if it's you? Hello, actually I have just concern with respect to my fund balances in Choice Ppt. So, actually I just had a sale for rupees near about 200k today and it is not reflected in my trading account. I just want to withdraw that amount."
239,502d2aa1e4664d8e9b059df33cc4bf8b,9," Now she will check the payout and tell you. Ok ma'am. Now you will payout again and by the end of the day you will get the credit. Ok ma'am. Ok, any other information sir? No ma'am, thank you so much. Thank you so much sir, have a very good day. Please share your feedback rating on the call."
240,502d2aa1e4664d8e9b059df33cc4bf8b,8," Sir, we can't check with the transaction ID because I have checked here. If you have the ID, please mail it to us so that we can check with the vacant team. The payout team will check and tell you. Okay ma'am. Okay sir, you have to payout again and you will get credit till the end of the day. Okay ma'am. Okay sir, any other information? No ma'am, thank you so much. Thank you so much sir, have a very good day. Please share your feedback rating on the call."
241,502d2aa1e4664d8e9b059df33cc4bf8b,7," Sir, no entry is showing here for your payout. Ma'am, I have applied for the first time. I have received the first transaction. I am telling you."
242,502d2aa1e4664d8e9b059df33cc4bf8b,6," Sorry? Payout transaction ID is there, right? Yes, sir. Yes, that is there. But the amount you just told is in your DMAT, sir. Please payout again, sir. Sir, why didn't you send the same amount that I did in the previous transaction? Sir, no entry is showing here for your payout. I have put the same amount in the previous transaction ID. I am telling you."
243,502d2aa1e4664d8e9b059df33cc4bf8b,5," Sir, no payout is showing here. It is in your debit. Rs. 6,09,032. When did you withdraw? On 8th. No, sir, no payout is showing here. You can withdraw now. If you withdraw now, you will get credit till the end of the day. I have a credit card. Can I tell you the credit?"
244,502d2aa1e4664d8e9b059df33cc4bf8b,4," Sorry, 17? 17172 174, ok, please be online No, 17172 172, ok Again I will do, 911017172 Yogesh Singhal Ok, stay on line"
245,502d2aa1e4664d8e9b059df33cc4bf8b,3, 17 17 172 Sorry 17 17172 174 No 17172 172 172 Again I will do Lany 111017172 Yogesh singhal Ok stay on line
246,502d2aa1e4664d8e9b059df33cc4bf8b,2," Good morning, I am Yogi Singhal speaking. Tell me what issue are you facing? On the 28th I withdrew some amount, something around Rs. 3,09,000. Okay. That has not been credited to my account yet. That has not been credited. Can you tell me your register number so that I can check your status? 9811 9811 0"
247,502d2aa1e4664d8e9b059df33cc4bf8b,1," Good morning, Mr. Dixit. How are you? Good morning. I am Yogi Singhal. Tell me, what is the issue? On the 8th, I withdrew some amount. Something around Rs. 9,000,000. That has not been credited to my account yet. That has not been credited. Can you tell me your register number so that I can check your status? 9811 9811 0"
248,b9f0d9dfef3b4f4895af62a604a0c9ec,12," Yes, okay. Any more information about this? No, no madam. Thank you. Okay. Thank you so much for your very good day. Please call and share your feedback rating. Thank you for calling today."
249,b9f0d9dfef3b4f4895af62a604a0c9ec,11," No, whatever is included, it is not in use now. It is in position, so I feel that I have not made any mistake. No, no, no, sir. Your sale is out. The amount will be shown on the next day clear. So, what is being shown in the position, I don't have to see anything in it, right? No, no, sir. You don't have to do anything."
250,b9f0d9dfef3b4f4895af62a604a0c9ec,10," No, that is not a minus. If I see the position, it is showing minus 4 rupees, 2 rupees, 1 rupee. Yes, that is the margin utilised. The trade you have traded today has utilised the margin. So, we cannot give confirmation on this thing right now because all the charges are included in it."
251,b9f0d9dfef3b4f4895af62a604a0c9ec,9," We will not be able to give confirmation from the industry because the settlement team decides it. You will also get other services like brokerage charges, taxes and other services. The team does all the work. So, the settlement team will provide you with the full total."
252,b9f0d9dfef3b4f4895af62a604a0c9ec,8," No, there is no tension in that. And secondly, madam, I don't have to process anything from here, right? No, no, you don't have to do anything. The sale has been done and its amount will be settled next day. Yes, but why is it showing this in profit and loss, this minus minus?"
253,b9f0d9dfef3b4f4895af62a604a0c9ec,7," When will I get the balance back? Yes, the amount is like this. See, sir, you have POA active. The amount is like this that it settles in T plus 1 day. The settlement team settles it. In which T plus 2 working, sorry, it takes time of T plus 1 day. So, till tomorrow, the wait is going on. Till tomorrow, your amount will be settled. 80% will be charged. The remaining 20% is left, that is next day."
254,b9f0d9dfef3b4f4895af62a604a0c9ec,6," What do you mean by that? I mean, I have sold it. You have failed."
255,b9f0d9dfef3b4f4895af62a604a0c9ec,5, You have sold it for 120 and it has been executed. The order you had placed today has been executed.
256,b9f0d9dfef3b4f4895af62a604a0c9ec,4," Sir, I am able to sell here. You have already placed an order and your order has been executed. You have sold it at 1.22. Executed means?"
257,b9f0d9dfef3b4f4895af62a604a0c9ec,3," What is the name of the customer? Kulkish Mohanlal. Kulkish Mohanlal. Yes. Okay, please give me one more line. Okay, sir, I am able to sell here. You have already placed an order and your... Yes, sir, the order has been executed. You have sold it for Rs. 120. What do you mean by executed? You have sold it for Rs. 120 and it has been executed. The order that you had placed today has been executed."
258,b9f0d9dfef3b4f4895af62a604a0c9ec,2," Madam, I have purchased a share at the time and now I have sold it, it is showing in the order. I don't know how to sell it. So, have I already sold it or what is the position? I have checked it, I have already checked your name."
259,b9f0d9dfef3b4f4895af62a604a0c9ec,1," I have not received any payment yet. Madam, I purchased a share at the time. I have just sold it. It is being shown in the order. I don't know how to sell it. I don't know if my sale is done or not. I want to know the exit position. I will check it. I will check it. I will call you in the morning."
260,5b434b99aab949f3a9e90aebdf66b188,10," Okay, I will wait. Okay. Thank you. Thank you very much for your very good day. Please share your feedback on the call. Thanks for calling, Chai. Okay."
261,5b434b99aab949f3a9e90aebdf66b188,9," No, I just put one more call and it was successful. It was not successful. That's why I called you. It's done. Mobile, mobile is also done. Yes, that's also done. Because the general campus one will also be done. Sir, you can wait. The amount is blocked, so no issue will come. Okay, okay, okay, I'll wait. Okay. Okay, thank you. Thank you very much, sir. Very good. Please share your feedback rating on this call. Thanks for calling, sir. Okay, okay."
262,5b434b99aab949f3a9e90aebdf66b188,8," Okay, from where will the confirmation come? From exchange? Yes, from the exchange site. Yes, confirmation comes from exchange site, after that only update will be done. Okay, so, you will get confirmation from Central Depository and then it will be updated. Yes sir, after that only update will be done. Okay, and then what else?"
263,5b434b99aab949f3a9e90aebdf66b188,7," Sir, I am checking here, your IP is already attached, IP is showing success here, so the UK status is in pending. So now, the mandate is showing approved from your site, your blockage is amounted. But this application has not been updated yet, till then, the confirmation does not come from the CBS website, so the same thing is not updated in the application. So you wait a little, it will be updated later."
264,5b434b99aab949f3a9e90aebdf66b188,6," has the amount been blocked? yes, it has been blocked ok"
265,5b434b99aab949f3a9e90aebdf66b188,5," Which company have you applied for IT? Jungle Campus Jungle Campus Has the amount been blocked? Yes, it has been blocked Ok"
266,5b434b99aab949f3a9e90aebdf66b188,4," Jitendra ji Yes Jitendra ji Okay, give me a minute, I will check the status of the IP Yes, please check the status once"
267,5b434b99aab949f3a9e90aebdf66b188,3," Yes sir Register your mobile number 99999 888 888 56 56 534 534 Okay, will check the line Mr. Jitendra Yes, Mr. Jitendra Okay, please check the line on the middle, I will check the status of the IP Yes, please check the status Yes sir"
268,5b434b99aab949f3a9e90aebdf66b188,2," Yes Madam, I have applied for an IPO, so it has ended but there is no update here. Ok, I will check your status once, first you will be able to tell me your client code and register number, then I will be able to check the status of the client. Ok, just a minute."
269,5b434b99aab949f3a9e90aebdf66b188,1," Can you please show me the login page and the address? Yes, madam. I have just applied for an IPLOK. So, it has been ended but there is no update here. Okay. Yes. I will check your status once. You will be able to tell me your client code and register number. I will check the status of the client before that. Okay, fine. Just a minute."
270,f7a4e390aed04097903c51c77a8df073,5," Yes sir, pending is because you are given buffer time where you are given time for modification by 11 o'clock. Any client who wants to cancel out or increase the time, then modification will automatically go to success mode. After going to success mode, you will be received till the end of the day. Okay, okay. Any other information sir? No madam, thank you. Thank you for calling Choice Phoenix."
271,f7a4e390aed04097903c51c77a8df073,4," No withdrawal is generated here. Sir, how much amount of withdrawal you have to generate here? As much amount as is in the fund. Yes sir, it didn't happen on yesterday because if you pay in on the same day, you can't withdraw payout on the same day. Due to this, sir, that proceeding didn't happen. You can withdraw payout on today, sir. Okay, so I have put it but it is showing pending, madam."
272,f7a4e390aed04097903c51c77a8df073,3," Sir, madam, what do you say? I have put an option for withdraw, but nothing is happening with the withdraw. Madam, even yesterday it was put on pending. Till when it will withdraw? I will check it sir."
273,f7a4e390aed04097903c51c77a8df073,2," Hello. Yes, sir."
274,f7a4e390aed04097903c51c77a8df073,1," I am talking to a choice manager, can you please bring the map along? Hello? Yes sir? Sir, madam, what do you say? I have put an option for withdraw, but nothing is happening for withdraw, madam. I put it yesterday also, it was pending only. Till when will it withdraw? I will check it sir."
275,865131b076de402899ade591654ae199,11," Thank you, sir."
276,865131b076de402899ade591654ae199,10, Tiga. Tiga. No. Okay.
277,865131b076de402899ade591654ae199,9," So, tomorrow morning should be there. But, mostly it will be there by 9 o'clock. Okay. Okay sir. Thank you."
278,865131b076de402899ade591654ae199,8," No, it is not like that. If you have done it at 12.35, then it shows pending till 12.35 and its cut-off is at 4.00. It means that it lets you do the modification or you have to change something in the mount. So it lets you do it till 4.00. After 4.00, success goes. After success, the file comes till 9.00. If it does not come till 9.00,"
279,865131b076de402899ade591654ae199,7," You have done Rs. 10,000 payout and it has failed. It is pending now. When did you do it? At 12 o'clock, right? Yes. Yes. It will be approved by 4 o'clock. It will be approved by 4 o'clock. It should come by 9 o'clock. It should come by 9 o'clock today. It was successful. What do I say? If it won't come today, then it won't come tomorrow."
280,865131b076de402899ade591654ae199,6, I will have to think a lot about it. But I have to make it.
281,865131b076de402899ade591654ae199,5," Hello Yes, what is today? One minute, I will check, they are not showing payout"
282,865131b076de402899ade591654ae199,4," I have put a request for the payroll. Okay, hold on for a minute. Let me check. Payout. When did you do this, sir? Did you do it today? Hello. Yes, I did it today. Let me check for a minute, sir. They are not showing the payout. No responsible procedure taken. Thank you for your contact. I thought I would have to do a lot of math, but I didn't have to make it. You were sent here for the declaration."
283,865131b076de402899ade591654ae199,3," Sir, you are talking about IPO?"
284,865131b076de402899ade591654ae199,2," Sir, have you called your registered mobile? Yes, I have. Yes, sir. I have. I have a withdrawal request. When will I get my saving account? What request, sir? I have requested for withdrawal. Sir, you are calling for an IPO?"
285,865131b076de402899ade591654ae199,1," I have a flight id, ETF001"
286,7197f8881ee747b09731fd90ed89d2b2,7," Okay Please provide us the mail id Customerkeraadarechoiceindia.com Okay Please check the email address and we will revert back to you Okay ma'am Please join us again No, thank you Thank you for calling Choice Index"
287,7197f8881ee747b09731fd90ed89d2b2,6," Yes sir, please try once. If there is any issue, you can provide us a screenshot or screen recording."
288,7197f8881ee747b09731fd90ed89d2b2,5," So, it happens, it comes, I mean, to click a selfie, there is no pop-up, it is not opening. Sir, to click a selfie, you have to allow all the permissions, all the blocked permissions, allow them all, sir. So, as the lead is not created, then I will start the process from the beginning."
289,7197f8881ee747b09731fd90ed89d2b2,4," Sir, I am not getting any lead from any number. 7898661693 Yes No sir, I am not getting any lead from any number."
290,7197f8881ee747b09731fd90ed89d2b2,3," 7898 7898 666 666 1693 1693 Since I am not getting any lead from any number, 7898661693 Yes No sir, I am not getting any lead from any number, sir"
291,7197f8881ee747b09731fd90ed89d2b2,2," I am talking to Avinash Jain sir. Yes. I know that you are coming to talk to me. Have you received all the broker's shipments? No, I was referring and opening their account. Can you tell me their register and mobile number from which the lead has been created? One minute."
292,7197f8881ee747b09731fd90ed89d2b2,1," Sir, I am not sure how to help you. I am opening an account for my sister. But the process is not complete. Whose account are you opening? My sister's. Okay, sir."
293,b1668117263e4aaf8985ff6165dfd2f4,6," I have done withdrawal in SBI, you can check it. Okay, so when you took withdrawal, you selected that withdrawal is in your SBI account. Yes, I remember. So if you have selected then you will be transferred to that bank. Okay, thank you very much. Welcome sir, any other information? No, nothing, just remember. Okay sir, thank you for calling in 24 minutes."
294,b1668117263e4aaf8985ff6165dfd2f4,5, Yes.
295,b1668117263e4aaf8985ff6165dfd2f4,4," I am checking, your primary bank is Bank of India ok, ok but I have taken it in SBI SBI"
296,b1668117263e4aaf8985ff6165dfd2f4,3," Sir, as I checked here, your request for withdraw has been successfully placed here. I request you that sir, your payment will be transferred to your bank by this evening. Which bank sir? I mean, it has primary SBI, right?"
297,b1668117263e4aaf8985ff6165dfd2f4,2," Yes, I want the bank details and I want to know the amount of withdrawal and the delay. I can see it on the ID and demand. You are asking about the withdrawal? Yes, sir. Give me a minute. Yes, please. You have withdrawn 496, right? Yes. Give me a minute."
298,b1668117263e4aaf8985ff6165dfd2f4,1," Sir, I am talking from Choice Broking. What is the situation? Sir, I have approved a good roll of 490,000 rupees. So, the bank account has been hit. Tell me, it is showing a little percentage. I will check, sir. Yes, and which bank? Harium Parmar, right? Yes, Harium Parmar. Yes, sir. What did you want to know about the bank? Which bank did I do it? Tell me, sir."
299,661e8a174a7143f6b0b6beacbcc61277,10," Okay, thank you so much for your help. I am so happy to have met you. Thank you so much."
300,661e8a174a7143f6b0b6beacbcc61277,9," New York, anything?"
301,661e8a174a7143f6b0b6beacbcc61277,8," Yes My plan is to wake up early Yes, I will wake up early Okay, okay Okay, okay Will you wake up in the evening? Yes, I will wake up in the evening I will work 24 hours"
302,661e8a174a7143f6b0b6beacbcc61277,7," Your plan is to start from 3rd to 6th Yes My plan is to start from 3rd to 6th Yes, 3rd to 6th is the early one Ok, ok Ok, ok Will it be done by evening? Yes, it will be done by evening Ok, any other work you want to do? No, nothing else Ok, thank you so much for your very good wish I will share my feedback with you Thanks for calling me"
303,661e8a174a7143f6b0b6beacbcc61277,6," You have to pay Rs. 236 from the second year. This is the first one. The second one is of Rs. 1700. The lifetime plan is that once you pay it, you have to meet again. The third one is of Rs. 3000. When you pay during the time of account opening, then when you close the account, it is refundable. So it is refunded."
304,661e8a174a7143f6b0b6beacbcc61277,5," The infrastructure is like this, basically we have three plans. The first one is that you have to pay for the payday. The second one is free, when you open an account. It is given by the next year. Okay? Second year. So, the second one is free."
305,661e8a174a7143f6b0b6beacbcc61277,4, It will be done by evening. It will be done by evening. You can wait till evening. And how much is your AMC charge? We have three plans for AMC. The first plan is that you have to pay the payday tax. The second plan is that you have to pay the payday tax.
306,661e8a174a7143f6b0b6beacbcc61277,3," You have entered your address here. You have entered your date for the activation. Okay, so the activation time is basically 24 to 30 days. So you wait till today, your account will be activated by evening. Okay"
307,661e8a174a7143f6b0b6beacbcc61277,2," Did you put request for reactivation? What? Did you put request for reactivation? Yes, I did. Ok, I checked. I will check. Sir, here it is checked that you have put request for reactivation on 10th. Ok, so reactivation takes time of 24 to 30 days. So, you wait till evening, your account will be active till evening. Ok."
308,661e8a174a7143f6b0b6beacbcc61277,1, I have changed my money to Bixia. I have a account in KYC. When will it be deactivated? It has been deactivated. What is the account name? I resubmitted KYC but it has not been done yet. What is your first account name?
309,e523bb394cff4c808b11ebc6959a7cff,8," Ok thank you Any other information? No Madam, thank you very much Thank you so much Sir, have a very good day Please share your feedback rating on the call Ok"
310,e523bb394cff4c808b11ebc6959a7cff,7," The balance is not even in this. Is it like this? Yes, sir. Sir, it is like this. If you apply on Friday evening, then you will receive it by 2 o'clock on the next working day. You will get the credit by 2 o'clock. Okay. Okay? You can wait for sometime. It will come by 2 o'clock in your bank account."
311,e523bb394cff4c808b11ebc6959a7cff,6," Sir, you have applied for 15. Wait for it. You will receive it by 2 o'clock. You will get credit by 2 o'clock in the bank. But, I have not been able to show it in my ID. Sir, Saturday and Sunday is not working because of which you have not been paid out. So, wait for it by 2 o'clock. It will come by 2 o'clock in your bank."
312,e523bb394cff4c808b11ebc6959a7cff,5, I will not be able to do it.
313,e523bb394cff4c808b11ebc6959a7cff,4," Hello. One minute. Yes. I have applied on 15th November. You have applied on 15th. Sir, wait for it. You will receive it by 2 o'clock. You will get credit by 2 o'clock in the bank. But I have not shown it in my ID. Sir, Saturday and Sunday is not working because of which you have not received payout. So, wait for it by 2 o'clock. It will come by 2 o'clock in your bank."
314,e523bb394cff4c808b11ebc6959a7cff,3," I didn't come to the account. You didn't come to the account. I checked your status once. Please give me a minute. Is it Ankur Kumar's name account? Yes. Okay. What amount did you deposit? 11,000. 11,817. Correct. Okay. I checked. Please give me a minute. Sir, you have deposited 18. I can know the time. At this time, you have deposited. It was deposited in the market or it was deposited before the market."
315,e523bb394cff4c808b11ebc6959a7cff,2," Madam, I had withdrawn my friend. Okay."
316,e523bb394cff4c808b11ebc6959a7cff,1," Good morning, Chois. This is Disha. How are you? May I ask you? Madam, I had withdrawn my fund. Okay."
317,83988599f80a40289d678cd60010c697,14, Thank you for calling in Choice Linux.
318,83988599f80a40289d678cd60010c697,13, Is there any other information? Yes sir. Is there any other information? Yes sir. I will call you back. Alright sir. Thank you for calling us in Choice Phoenix.
319,83988599f80a40289d678cd60010c697,12," Okay Yes sir After that if you want, you can call us We will take your request from here that you have to close your account So your account will be closed within 7 working days Okay"
320,83988599f80a40289d678cd60010c697,11," You have to enter your Aadhar Card Number and then you will receive an OTP. As soon as the OTP comes, enter your mobile number and your e-sign will be completed. Okay. Yes, sir. After that, you can call us. We will take your request from here that you have to close your account. So, your account will be closed within 7 working days. Okay."
321,83988599f80a40289d678cd60010c697,10," Yes sir, you can call. What will be there in that? I will tell you. You will get that link. You have to click on it. If you click on the link, then it will ask you for the client ID. By entering the client ID, you will get an OTP. By entering the OTP, you can login in it. Ok. You have logged in. Then after that you will get the option of sign now. Click on sign now. Then a page will open in which you will get"
322,83988599f80a40289d678cd60010c697,9, We don't need your help anymore.
323,83988599f80a40289d678cd60010c697,8, Sir please call me at the phone You will get the link on the phone You have to wait 24 hours You will get the link on mail You will get the link on the register mail ID And you have to process it I will call you once again
324,83988599f80a40289d678cd60010c697,7," Sir, as I am checking, your request has been forwarded here. So, I will forward your request further. You wait, sir. You will get a mail from our side. You will get a link in that mail. You have to open that link. You have to complete the process of Aadhaar e-sign in that. After that, your account will be closed within 7 working days, sir. I have to do processing, sir. Yes."
325,83988599f80a40289d678cd60010c697,6," Yes, can you see the subject option below? Yes sir. Click on the subject. Done. Click on that and you will get the option of account closure. It is coming down. Can you close the account? Yes sir. And I am checking here. You have already forwarded your request for account closure. Yes sir. I am doing it now. But I am not sure what will happen."
326,83988599f80a40289d678cd60010c697,5, Email id? Hello? Yes? Where is Sarjit?
327,83988599f80a40289d678cd60010c697,4," One is a mail message, one is a call, and one is a name. Email id. Hello. Yes. And the subject is coming."
328,83988599f80a40289d678cd60010c697,3," What are you looking at in your mobile? You can request your mobile application through account closer. What is it sir? You get support option in your mobile. Check if you can see more option below. Yes, there is support option. Yes sir, and after clicking on more option you get support option. Click on that."
329,83988599f80a40289d678cd60010c697,2," Sir, as you said that you want to close your account. So, for this your mobile..."
330,83988599f80a40289d678cd60010c697,1," Good morning, I am Amman from Choice Broking. How can I help you? Sir, I want to close this account. It is not being closed. You want to close it? Yes. Okay. I know your reason. Why do you want to close your account? I have no interest, sir. Okay, sir. As you said that you want to close your account. So, for that, your mobile... Yes, tell me."
331,b7c22c6ed5354b678a1f7869b1d463e5,9, Thank you.
332,b7c22c6ed5354b678a1f7869b1d463e5,8," Did it get sold? The sale that I just put? Yes, it has been sold. Your position has been square off. It's been sold. The amount for this is settled the next day. Keep in mind that 80% will be same day. Rest 20% that is left will be the next day. So, you wait till tomorrow. Tomorrow morning, the update will be done. Okay? Okay. Yes, any other information about this?"
333,b7c22c6ed5354b678a1f7869b1d463e5,7," Sir, the amount available for trading is showing minus 44. Because your order has utilized your margin. Okay. But you can wait till tomorrow. This amount will be settled by tomorrow. Because the fund you had was 126 rupees. The trade you did on the 9th, you traded 238 rupees in it. Okay. Which was done against it. Because of which your account went negative by 1 million. Okay."
334,b7c22c6ed5354b678a1f7869b1d463e5,6, It is showing in Bells-
335,b7c22c6ed5354b678a1f7869b1d463e5,5," It shows 44 rupees, 95 rupees minus, below it shows leader balance 123, balance is showing minus."
336,b7c22c6ed5354b678a1f7869b1d463e5,4," Okay, so the amount you have just settled has not been settled yet. You have to wait for the settlement time period. The tax time is Monday. So the amount will be settled the next day. The profit you have earned will be settled the next day. So wait till tomorrow. Your amount will be settled by tomorrow."
337,b7c22c6ed5354b678a1f7869b1d463e5,3," Sir, I can check here that you have done an order in this order. You have done it in the idea. Okay. In which your margin has been utilized by 0.79. Okay. So, the amount of the sellout you have done now, sir, your amount has not been settled yet. You have to wait for the settlement time period. The tax time is Monday's price. So, your amount will be settled next day. The profit you have earned, it will be settled next day. So, wait till tomorrow. Your amount will be settled by tomorrow."
338,b7c22c6ed5354b678a1f7869b1d463e5,2," Hello, I have done all this. Actually, it's been an hour. I am selling, so the fund is showing minus on the account. Okay, sell it, so the account is showing minus. The account is with the first name. What? The account is with the first name. Sir, are you confirming your name? Yes. Okay, I am checking your status. Please give me a second line."
339,b7c22c6ed5354b678a1f7869b1d463e5,1," Good afternoon, Jay, this is Isha. How are you? I have just bought this."
340,f83d924c8c1448d2af37b4e71413490a,5," Any other questions? No, that's it. Thank you so much for a very good day. Please share your feedback in the project."
341,f83d924c8c1448d2af37b4e71413490a,4," Yes, your total amount will be deducted from your brokerage and the rest amount will be received. Will it be received? Yes, for sure. Okay, so everything is fine. You have to do it by tomorrow, by tomorrow the settlement will be done, so you will get the proper contact note and the amount will be received."
342,f83d924c8c1448d2af37b4e71413490a,3," Actually, you have traded with options. Sir, your brokerage is going according to your 20 rupees per lot. So if we will do the calculation, then 20 rupees per lot. That means 20 rupees per lot of one lot. So your brokerage will be like this. So how much will my profit milk be cut?"
343,f83d924c8c1448d2af37b4e71413490a,2, I have earned 922 rupees today. Okay. I have saved it in my account. This fund is telling me that only 3922 rupees is coming in the fund.
344,f83d924c8c1448d2af37b4e71413490a,1," Good afternoon, twice connect, how are you? Ma'am, I want to ask you about the profit I made today. Hmm. Hello. Yes, tell me what the issue is. I made a profit, so I... Hello. I mean, hello. Yes, tell me what the issue is. When the market was discharging, my amount was Rs. 4,462. Okay."
345,fa0c64603bed46d2acaceca447bd6e33,6, You can do it.
346,fa0c64603bed46d2acaceca447bd6e33,5," The mobile number, the email id, everything will be told to you step by step. Will you come to put OTP or OTP will be taken? Yes, OTP will come. Step by step will be told to you what to do. You can do it. Ok? Ok. Ok. Thank you."
347,fa0c64603bed46d2acaceca447bd6e33,4," Bank account verification, all that? Yes, everything. Bank account, cancel check, upload, everything. Okay, then go to the mobile number on the phone and open the list."
348,fa0c64603bed46d2acaceca447bd6e33,3, Yes.
349,fa0c64603bed46d2acaceca447bd6e33,2," Ok sir, you have to open an account. You can open a new account by going to the Choice Phoenix app. But you have an account, right sir? Tusharji is talking. Yes, sir. I have a new account of my bike. Yes, you can do it by going to the Choice Phoenix app or by signing up on our site. Sir, you tell me what is the process? By signing up, you have to attach the digital locker or you have to upload the documents. Ok sir."
350,fa0c64603bed46d2acaceca447bd6e33,1," Good morning sir, Chhaya speaking from Choice Phoenix. Hello, good morning. Yes sir, tell me. Sir, I want to open a new account of Choice Phoenix. What is the procedure? Can you tell me? What? You want to close the account? I want to open a new account."
351,510d0348b43c470ba75489bd64d63604,13," Okay, okay. I'll do your... Yes sir. So what account number will you be sending me? Mention your PAN number and and mail me with your registered mail id. Okay, okay. Yes sir. Okay, thank you. Is there anything else you want to know? No, that's it. Thank you for calling Choice Friends. Have a nice day. Thank you."
352,510d0348b43c470ba75489bd64d63604,12," Yes sir, please mail it to us once. Our transfer team will check the criteria and will revert you to the same mail."
353,510d0348b43c470ba75489bd64d63604,11," ChoiceIndia.com Yes Sir Ok You have to mail here You have to transfer the account, specify the reason, our transfer team will be there They will check the criteria whether your account will be transferred or not I don't want that the company under which I have been transferred, they have taken a lot of my money So I want that I will be transferred directly to you"
354,510d0348b43c470ba75489bd64d63604,10, I want to remove it from there and directly connect with Choice. What is its procedure? Ok sir regarding this you have to mail us at customercareattherchoiceindia.com This is our mail id. What? Customercareattherchoiceindia.com is our mail id. Here you have to mail us. Customercareattherchoiceindia.com
355,510d0348b43c470ba75489bd64d63604,9," Ok, I will tell you one more thing. This account is mine, it is related to the company, I think. Yes, it is under IBU. It is under IBU."
356,510d0348b43c470ba75489bd64d63604,8," Sir, it is not allowed on our platform to take nearby expiry dates. Because there is high volatility risk rate on it. Market volatility wise. Due to this, we cannot trade on current expiry date. You can trade on next expiry date. Ok, tell me one more thing. This account is related to any company I think. Yes, IBU. It is under IBU."
